EMPSTATUS,SEX_F,EDUC_LEVEL,MARITAL,RESIDENCE,AGE_GROUP,MINORITY,DISABLED,WTFINL
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,1127.8347
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1084.0427
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1349.0332
Employed,Female,Primary,Married,Urban,41-64,1,No difficulty,1213.0604
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1616.195
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,1870.0828
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,1536.8457
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1341.7356
Unemployed,Female,Primary,Single,Urban,16-24,0,No difficulty,1571.9719
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,1076.5985
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1088.0574
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,1259.3722
Employed,Male,Primary,Single,Urban,41-64,0,No difficulty,1432.8333
Employed,Female,Primary,Single,Urban,41-64,0,No difficulty,1214.8383
Employed,Male,Primary,Single,Urban,41-64,0,No difficulty,1419.8788
Employed,Male,Higher,Single,Urban,41-64,0,Disabled,1389.7808
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1524.7387
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1266.1569
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1246.126
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1088.0574
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1375.2083
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1112.8471
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,931.3564
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1592.4996
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,1349.0332
Employed,Male,Primary,Single,Urban,41-64,1,No difficulty,1718.836
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1134.6283
Inactive,Female,Higher,Married,Urban,36-40,0,No difficulty,1347.6493
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1256.0884
Inactive,Female,Secondary,Single,Urban,36-40,0,No difficulty,1307.1563
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1325.501
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,1300.1227
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,1300.1227
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1536.8457
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,1137.027
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,1090.6424
Employed,Female,Primary,Single,Urban,41-64,0,No difficulty,1092.2195
Inactive,Male,Primary,Single,Urban,41-64,0,No difficulty,1377.2156
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4565.7218
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,4470.146
Inactive,Male,Higher,Single,Rural,16-24,0,No difficulty,6576.2535
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,4538.6692
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4440.3782
Employed,Female,Higher,Married,Rural,41-64,0,Disabled,4707.765
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,4440.3782
Employed,Male,Secondary,Single,Rural,16-24,0,No difficulty,6126.0098
Inactive,Female,Primary,Single,Rural,16-24,0,No difficulty,6099.0829
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4123.5033
Inactive,Male,Higher,Married,Rural,25-35,0,Disabled,5815.2557
Employed,Female,Secondary,Married,Rural,16-24,0,No difficulty,6087.7599
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,5971.2553
Employed,Female,Higher,Married,Rural,25-35,0,No difficulty,5451.7477
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,4257.0901
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,4123.5033
Inactive,Female,Higher,Married,Rural,41-64,0,No difficulty,5397.7246
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,5488.1751
Inactive,Female,Primary,Single,Rural,16-24,0,No difficulty,6099.0829
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,4470.146
Inactive,Male,Secondary,Single,Rural,16-24,0,No difficulty,6576.2535
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,5565.326
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3971.4532
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,6456.9396
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,5895.1768
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4519.8519
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4792.0243
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,6208.244
Unemployed,Male,Primary,Single,Urban,16-24,0,No difficulty,6235.6528
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6699.8488
Inactive,Female,Primary,Single,Urban,41-64,0,Disabled,4440.5188
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,5704.8961
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,6240.2262
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,4559.1931
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,4660.1142
Employed,Male,Higher,Single,Urban,25-35,0,Disabled,6699.8488
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,6288.2515
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,4479.1695
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,7691.2432
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,6225.5575
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,5597.868
Inactive,Male,Higher,Single,Urban,41-64,0,No difficulty,4440.3782
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4448.8074
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4630.4858
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,6456.9396
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,5895.1768
Unemployed,Male,Secondary,Single,Urban,25-35,0,No difficulty,6195.8931
Inactive,Female,Primary,Single,Urban,41-64,0,Disabled,4388.9989
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6288.6685
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,4565.7218
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4470.146
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,5791.2388
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,5816.8066
Inactive,Male,Higher,Single,Urban,41-64,0,Disabled,5556.9245
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5556.9245
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,4088.7369
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,4509.3944
Inactive,Female,Higher,Single,Urban,16-24,1,No difficulty,5165.9261
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,8021.7163
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,6935.1951
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,3236.3652
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,10861.5039
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4504.5406
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4310.0409
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,6606.9498
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,5698.3718
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,6241.3807
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4772.2643
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4595.6668
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4406.9887
Employed,Male,Primary,Single,Urban,36-40,1,No difficulty,6019.074
Employed,Female,Secondary,Single,Urban,36-40,1,No difficulty,5612.3243
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,5744.4526
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,6835.8329
Unemployed,Female,Secondary,Single,Urban,41-64,1,No difficulty,7153.6732
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,9126.5799
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,5083.55
Employed,Male,Primary,Single,Urban,36-40,1,No difficulty,6265.5267
Employed,Female,Primary,Single,Urban,41-64,1,No difficulty,6835.8329
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3661.5704
Employed,Male,Higher,Single,Urban,16-24,0,No difficulty,5098.1445
Employed,Male,Higher,Single,Urban,16-24,0,No difficulty,5098.1445
Employed,Male,Secondary,Single,Urban,25-35,1,No difficulty,4788.5271
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,3962.3275
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,4173.8325
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,3339.9947
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,4342.4229
Inactive,Female,Secondary,Single,Urban,25-35,1,No difficulty,5725.0641
Employed,Male,Secondary,Single,Urban,25-35,1,No difficulty,4788.5271
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,5744.4526
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5556.9245
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,6585.5837
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4803.2757
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,3989.9102
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,7531.3924
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,6935.1951
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,3236.3652
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,3722.3168
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,8039.547
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,5036.64
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,5343.4008
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4406.9887
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4415.3545
Unemployed,Female,None,Married,Urban,41-64,1,No difficulty,7153.6732
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,9126.5799
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,5083.55
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4406.9887
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,4449.6708
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4406.9887
Unemployed,Female,Higher,Single,Urban,36-40,0,No difficulty,3442.3047
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,4483.1576
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,5963.8009
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4777.2925
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3543.3847
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4406.9887
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4504.5406
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,8063.8717
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,5814.0971
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4504.5406
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,6271.7019
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5556.9245
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,6017.5131
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4245.3903
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4803.2757
Inactive,Female,Primary,Single,Urban,41-64,0,No difficulty,5963.8009
Inactive,Female,Primary,Single,Urban,36-40,0,No difficulty,3478.8961
Employed,Male,Primary,Single,Urban,41-64,0,No difficulty,3874.0629
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,6633.3319
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3874.0629
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,3661.5704
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,4777.1305
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,6178.7443
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4772.2643
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,6017.5131
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4772.2643
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5327.509
Inactive,Female,Primary,Single,Urban,25-35,0,No difficulty,5698.3718
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,6148.3787
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5556.9245
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,6477.4796
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,6166.2803
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,3838.8699
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4504.5406
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6241.3807
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6476.1806
Employed,Male,Secondary,Single,Urban,25-35,1,Disabled,10492.6931
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,6251.0033
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,5814.0971
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4406.9887
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4595.6668
Employed,Female,Higher,Married,Urban,25-35,1,No difficulty,5648.1765
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,6265.5267
Inactive,Male,Secondary,Single,Urban,41-64,1,Disabled,10535.4368
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,6186.1852
Employed,Male,Primary,Married,Urban,41-64,1,No difficulty,4693.5979
Employed,Female,Primary,Married,Urban,41-64,1,No difficulty,6623.6239
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4718.7774
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,4794.2847
Employed,Female,Higher,Married,Urban,25-35,1,No difficulty,3411.8067
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4170.7052
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,4406.9887
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4595.6668
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,6251.0033
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,4039.8802
Inactive,Female,Secondary,Married,Urban,36-40,0,No difficulty,3722.7531
Inactive,Female,Primary,Single,Urban,41-64,0,No difficulty,6349.0395
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,4509.3944
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,3889.5837
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,5446.9067
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,5793.5882
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,6623.6239
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,4573.4278
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5878.5067
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,6117.8328
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,4342.4229
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,6585.5837
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,5567.4732
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,6585.5837
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4772.2643
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4504.5406
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4772.2643
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4595.6668
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4772.2643
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,4595.6668
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,6053.2208
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5567.4732
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4629.1285
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3661.5704
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4629.1285
Unemployed,Female,Higher,Single,Urban,25-35,0,No difficulty,3543.3847
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5419.4063
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,5197.915
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,4471.0778
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,6976.9787
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,6349.0395
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,3889.5837
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,6603.5999
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,3893.9421
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,4693.5979
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,7531.3924
Unemployed,Female,Secondary,Single,Urban,16-24,1,No difficulty,3236.3652
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,5262.2167
Inactive,Female,Higher,Single,Urban,25-35,1,No difficulty,4718.7774
Inactive,Female,Primary,Married,Urban,41-64,1,No difficulty,6623.6239
Employed,Male,Primary,Married,Urban,41-64,1,No difficulty,4693.5979
Inactive,Female,Higher,Married,Urban,36-40,1,No difficulty,3411.8067
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,4794.2847
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5878.5067
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,6017.5131
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,4342.4229
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,3962.3275
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,6276.8826
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,7557.6028
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4672.3649
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4406.9887
Inactive,Male,Higher,Single,Urban,25-35,0,No difficulty,6476.1806
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,6873.7477
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,6078.3241
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,5357.1363
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,7332.0841
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,10817.1432
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5357.1363
Inactive,Male,Primary,Married,Urban,41-64,0,No difficulty,4415.3545
Employed,Male,Secondary,Single,Urban,25-35,1,No difficulty,4788.5271
Employed,Male,Secondary,Single,Urban,41-64,1,No difficulty,9172.5551
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,3546.6365
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5434.6796
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3661.5704
Inactive,Female,Primary,Single,Urban,41-64,0,Disabled,5963.8009
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,6241.3807
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,6551.7269
Employed,Female,Primary,Single,Urban,41-64,0,No difficulty,6271.7019
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4449.6708
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,6873.7477
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,4788.5271
Employed,Female,Higher,Married,Urban,36-40,1,No difficulty,3411.8067
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,6186.1852
